Clave,Nombre,Etiqueta,Numero_instituciones,Preferencia,Año
U6,UNAM,17_2023,1419,17,2023
A3,UEMSTAyCM CBTA,18_2023,79,18,2023
B0,Bachilleres,18_2023,3113,18,2023
C1,CONALEP,18_2023,3522,18,2023
D4,UEMSTIS,18_2023,3902,18,2023
G2,Dirección General del Bachillerato,18_2023,91,18,2023
I5,IPN,18_2023,2320,18,2023
M9,UAEM,18_2023,15,18,2023
NO,Desconocido,18_2023,269126,18,2023
S0,SE - COBAEM,18_2023,201,18,2023
S1,SE - CONALEP ESTADO DE MÉXICO,18_2023,632,18,2023
S2,SE - TELEBACHILLERATO,18_2023,75,18,2023
S4,SE - CBT,18_2023,495,18,2023
S5,SE - CECYTEM,18_2023,308,18,2023
S7,SE - P.O. (1),18_2023,607,18,2023
S8,SE - P.O. (2),18_2023,831,18,2023
T3,UEMSTAyCM CMM,18_2023,64,18,2023
U6,UNAM,18_2023,1191,18,2023
A3,UEMSTAyCM CBTA,19_2023,70,19,2023
B0,Bachilleres,19_2023,2565,19,2023
C1,CONALEP,19_2023,3237,19,2023
D4,UEMSTIS,19_2023,3232,19,2023
G2,Dirección General del Bachillerato,19_2023,93,19,2023
I5,IPN,19_2023,1774,19,2023
M9,UAEM,19_2023,10,19,2023
NO,Desconocido,19_2023,271844,19,2023
S0,SE - COBAEM,19_2023,157,19,2023
S1,SE - CONALEP ESTADO DE MÉXICO,19_2023,520,19,2023
S2,SE - TELEBACHILLERATO,19_2023,76,19,2023
S4,SE - CBT,19_2023,410,19,2023
S5,SE - CECYTEM,19_2023,291,19,2023
S7,SE - P.O. (1),19_2023,550,19,2023
S8,SE - P.O. (2),19_2023,678,19,2023
T3,UEMSTAyCM CMM,19_2023,38,19,2023
U6,UNAM,19_2023,1027,19,2023
A3,UEMSTAyCM CBTA,20_2023,78,20,2023
B0,Bachilleres,20_2023,2018,20,2023
C1,CONALEP,20_2023,2868,20,2023
D4,UEMSTIS,20_2023,2711,20,2023
G2,Dirección General del Bachillerato,20_2023,90,20,2023
I5,IPN,20_2023,1483,20,2023
M9,UAEM,20_2023,10,20,2023
NO,Desconocido,20_2023,273846,20,2023
S0,SE - COBAEM,20_2023,136,20,2023
S1,SE - CONALEP ESTADO DE MÉXICO,20_2023,536,20,2023
S2,SE - TELEBACHILLERATO,20_2023,77,20,2023
S4,SE - CBT,20_2023,335,20,2023
S5,SE - CECYTEM,20_2023,229,20,2023
S7,SE - P.O. (1),20_2023,499,20,2023
S8,SE - P.O. (2),20_2023,636,20,2023
T3,UEMSTAyCM CMM,20_2023,83,20,2023
U6,UNAM,20_2023,937,20,2023
